genome_id,cluster_id,split
573.5638,hc10_3838,train
573.5681,hc10_5273,train
573.5706,hc10_426,test
573.5770,hc10_5292,train
573.5777,hc10_4971,train
573.5793,hc10_5296,test
573.5794,hc10_5297,test
573.5797,hc10_5300,test
573.5803,hc10_5303,test
573.5821,hc10_432,test
573.66181,hc10_1684,train
573.66198,hc10_19528,train
573.66201,hc10_1684,test
573.66613,hc10_19882,test
573.66627,hc10_19318,test
573.66632,hc10_19887,test
573.66638,hc10_19566,test
573.66656,hc10_19572,test
573.66661,hc10_19321,test
573.66664,hc10_19322,test
573.66667,hc10_19576,test
573.66672,hc10_19907,test
573.66678,hc10_19908,test
573.66683,hc10_19911,test
573.66687,hc10_19914,test
573.66724,hc10_19930,test
573.66745,hc10_19885,test
573.66787,hc10_19627,calibration
573.66795,hc10_19960,train
573.66796,hc10_19632,calibration
573.66823,hc10_19880,train
573.66825,hc10_19646,train
573.66869,hc10_19357,calibration
573.66873,hc10_19359,train
573.66902,hc10_19375,train
573.66906,hc10_19674,train
573.66913,hc10_19995,train
573.66943,hc10_19385,test
573.66948,hc10_19692,train
573.66950,hc10_19694,train
573.66968,hc10_19699,train
573.66978,hc10_19396,train
573.66979,hc10_19397,train
573.66989,hc10_19400,train
573.67011,hc10_19335,train
573.67025,hc10_20024,train
573.67049,hc10_19428,train
573.67066,hc10_19440,train
573.67094,hc10_20057,train
573.67099,hc10_20060,train
573.67117,hc10_19466,calibration
573.13035,hc10_1684,train
573.13036,hc10_21327,train
573.13063,hc10_1684,train
573.13064,hc10_5664,train
573.13103,hc10_21349,train
573.13146,hc10_21375,train
573.13163,hc10_21325,train
573.13172,hc10_21645,train
573.13197,hc10_21652,train
573.13209,hc10_21647,train
573.13214,hc10_22229,train
573.13231,hc10_1684,train
573.13267,hc10_1684,train
573.13277,hc10_21687,train
573.13282,hc10_21690,calibration
573.13294,hc10_22271,train
573.13334,hc10_1684,train
573.13358,hc10_5699,train
573.13381,hc10_5657,calibration
573.13429,hc10_21938,train
573.13455,hc10_5647,train
573.13472,hc10_21978,calibration
573.13489,hc10_22013,train
573.13541,hc10_22239,train
573.13544,hc10_22219,train
573.13545,hc10_22254,train
573.13548,hc10_17158,train
573.13552,hc10_22239,train
573.13555,hc10_22338,train
573.13568,hc10_17163,calibration
573.13578,hc10_22239,train
573.13579,hc10_22219,train
573.13587,hc10_22239,train
573.13590,hc10_22219,train
573.13596,hc10_22219,train
573.13655,hc10_17191,train
573.13687,hc10_22600,train
573.13724,hc10_22610,train
573.13743,hc10_5641,train
573.13752,hc10_22380,calibration
573.13763,hc10_22628,train
573.13774,hc10_21451,train
573.13803,hc10_21617,test
573.13813,hc10_1684,train
573.13902,hc10_12696,calibration
573.13916,hc10_12672,test
573.13922,hc10_17204,test
573.13949,hc10_17426,test
573.13964,hc10_12735,train
573.13971,hc10_21944,train
573.13977,hc10_17425,train
573.14000,hc10_5641,train
573.14013,hc10_21532,train
573.14014,hc10_21533,train
573.14028,hc10_1684,train
573.14029,hc10_1684,train
573.14038,hc10_1684,train
573.14039,hc10_1684,train
573.14055,hc10_21972,calibration
573.14060,hc10_21325,train
573.14084,hc10_21325,train
573.14108,hc10_22109,train
573.14124,hc10_1684,train
573.14127,hc10_1684,train
573.14151,hc10_21720,train
573.14156,hc10_1684,train
573.14175,hc10_21325,train
573.14188,hc10_21944,train
573.14195,hc10_1684,train
573.14210,hc10_21944,train
573.14216,hc10_22133,train
573.14245,hc10_22004,train
573.14252,hc10_1684,train
573.14273,hc10_21647,train
573.14281,hc10_21837,train
573.14292,hc10_21645,train
573.14298,hc10_21652,train
573.14309,hc10_22411,train
573.14316,hc10_21673,train
573.14346,hc10_22219,train
573.14351,hc10_22219,train
573.14376,hc10_22433,train
573.14378,hc10_12665,train
573.14379,hc10_22414,train
573.14418,hc10_12669,train
573.14424,hc10_21647,train
573.14431,hc10_17444,train
573.14440,hc10_17452,train
573.14441,hc10_17428,train
573.14444,hc10_17456,train
573.14456,hc10_12675,calibration
573.14495,hc10_21944,train
573.14498,hc10_21938,train
573.14503,hc10_21652,train
573.14504,hc10_22219,train
573.14513,hc10_21944,train
573.14519,hc10_1684,train
573.14527,hc10_21924,calibration
573.14534,hc10_21939,train
573.15521,hc10_12829,calibration
573.15538,hc10_4886,train
573.15567,hc10_12404,calibration
573.15615,hc10_5247,train
573.15619,hc10_12848,train
573.15622,hc10_4927,train
573.15624,hc10_5249,train
573.22557,hc10_525,test
573.22568,hc10_828,test
573.23200,hc10_535,test
573.23207,hc10_535,test
573.23214,hc10_536,test
573.23215,hc10_839,test
573.23225,hc10_844,test
573.24270,hc10_3705,test
573.24296,hc10_3730,test
573.24353,hc10_18326,train
573.24376,hc10_13641,train
573.24377,hc10_18046,train
573.24390,hc10_18054,train
573.24408,hc10_13646,train
573.24409,hc10_6161,train
573.24430,hc10_932,train
573.24431,hc10_14191,train
573.26110,mlst_MLST.klebsiella.15,test
573.26115,hc10_6249,test
573.26124,hc10_6251,test
573.26127,hc10_6053,test
573.26138,hc10_6059,test
573.26155,hc10_18375,test
573.26167,hc10_6067,test
573.26195,hc10_17548,test
573.26198,hc10_18943,test
573.26203,hc10_6068,test
573.26228,hc10_6080,test
573.26232,hc10_14110,test
573.26270,hc10_17559,test
573.26273,hc10_14118,test
573.26278,hc10_17563,test
573.26293,hc10_14244,test
573.26299,hc10_18398,test
573.26311,hc10_14258,test
573.33422,mlst_MLST.klebsiella.15,train
573.34261,hc10_26475,train
573.46089,hc10_12996,train
573.46104,hc10_13331,train
573.46109,hc10_13336,train
573.46837,hc10_19254,test
573.46845,hc10_13501,test
573.46850,hc10_13501,test
573.46866,hc10_13741,test
573.46877,hc10_13111,test
573.5780,hc10_5294,train
573.5800,hc10_4978,test
573.5808,hc10_5273,test
573.5814,hc10_4981,test
573.5827,hc10_452,test
573.66191,hc10_1684,test
573.66200,hc10_1684,test
573.66570,hc10_19305,train
573.66593,hc10_19540,test
573.66618,hc10_19885,test
573.66641,hc10_19892,test
573.66658,hc10_19901,test
573.66716,hc10_19924,test
573.66744,hc10_19945,test
573.66749,hc10_19608,train
573.66771,hc10_19619,train
573.66803,hc10_19964,train
573.66827,hc10_19648,train
573.66833,hc10_19973,train
573.66835,hc10_19974,train
573.66875,hc10_19671,train
573.66880,hc10_19361,train
573.66901,hc10_19374,train
573.66920,hc10_1684,train
573.66937,hc10_1684,test
573.66942,hc10_19689,train
573.66952,hc10_20008,train
573.66954,hc10_2311,train
573.66960,hc10_19390,train
573.66986,hc10_19706,train
573.67040,hc10_20031,train
573.67072,hc10_19443,train
573.67079,hc10_19445,calibration
573.67086,hc10_20053,calibration
573.67091,hc10_20055,train
573.67095,hc10_19453,train
573.67109,hc10_20064,train
573.67116,hc10_20066,train
573.67122,hc10_19469,train
573.67158,hc10_19490,train
573.67161,hc10_19374,train
573.67169,hc10_19729,test
573.13034,hc10_21325,train
573.13043,hc10_17146,train
573.13052,hc10_17148,train
573.13074,hc10_21323,train
573.13085,hc10_21938,train
573.13114,hc10_21325,train
573.13130,hc10_5696,train
573.13140,hc10_21340,train
573.13153,hc10_21325,train
573.13179,hc10_21660,train
573.13194,hc10_1684,train
573.13204,hc10_21970,train
573.13222,hc10_21647,train
573.13225,hc10_21404,train
573.13230,hc10_21339,calibration
573.13232,hc10_5641,train
573.13279,hc10_22263,train
573.13300,hc10_22259,train
573.13313,hc10_21647,train
573.13326,hc10_21647,train
573.13333,hc10_1684,train
573.13342,hc10_21946,train
573.13369,hc10_5707,train
573.13431,hc10_21617,train
573.13434,hc10_21730,train
573.13453,hc10_22308,train
573.13460,hc10_5641,train
573.13479,hc10_21939,train
573.13495,hc10_1684,train
573.13503,hc10_22239,train
573.13516,hc10_22325,train
573.13522,hc10_1684,train
573.13546,hc10_22239,train
573.13561,hc10_12672,train
573.13577,hc10_1684,train
573.13584,hc10_17173,train
573.13599,hc10_21924,calibration
573.13604,hc10_22356,train
573.13610,hc10_1684,train
573.13631,hc10_17180,train
573.13659,hc10_1684,train
573.13661,hc10_1684,train
573.13672,hc10_12695,train
573.13684,hc10_22595,train
573.13688,hc10_1684,train
573.13699,hc10_5641,train
573.13730,hc10_22378,train
573.13738,hc10_21422,train
573.13742,hc10_22618,train
573.13746,hc10_22602,train
573.13750,hc10_1684,train
573.13798,hc10_21759,test
573.13812,hc10_22602,test
573.13847,hc10_21938,test
573.13883,hc10_21440,test
573.13940,hc10_21325,test
573.13942,hc10_21325,train
573.13955,hc10_12669,test
573.13960,hc10_21938,test
573.13974,hc10_21946,train
573.13985,hc10_21339,calibration
573.13993,hc10_12746,train
573.14003,hc10_5641,train
573.14016,hc10_1684,train
573.14073,hc10_21983,train
573.14076,hc10_21946,train
573.14140,hc10_1684,train
573.14154,hc10_21577,train
573.14176,hc10_1684,train
573.14201,hc10_21603,train
573.14222,hc10_21944,train
573.14225,hc10_21944,train
573.14229,hc10_21812,train
573.14232,hc10_21944,train
573.14239,hc10_21946,train
573.14246,hc10_1684,train
573.14251,hc10_21938,train
573.14260,hc10_21617,train
573.14284,hc10_21944,train
573.14289,hc10_5641,train
573.14332,hc10_22259,train
573.14343,hc10_22414,train
573.14365,hc10_22178,train
573.14384,hc10_12785,train
573.14386,hc10_22438,train
573.14411,hc10_12791,train
573.14416,hc10_21845,train
573.14433,hc10_1684,train
573.14438,hc10_1684,train
573.14486,hc10_17466,train
573.14518,hc10_21904,train
573.14523,hc10_21938,train
573.14530,hc10_21645,train
573.14544,hc10_21978,calibration
573.15361,hc10_25462,train
573.15366,hc10_25464,train
573.15542,hc10_5232,train
573.15556,hc10_4879,train
573.15559,hc10_12836,train
573.15571,hc10_12837,train
573.15601,hc10_4918,train
573.15612,hc10_12405,train
573.15617,hc10_4924,calibration
573.15626,hc10_12844,train
573.1722,hc10_12959,train
573.1724,hc10_12961,train
573.1730,hc10_279,train
573.18472,hc10_25388,test
573.23205,hc10_836,test
573.24257,hc10_3704,test
573.24266,hc10_3708,test
573.24279,hc10_3714,test
573.24300,hc10_3705,test
573.24307,hc10_3740,test
573.24356,hc10_18319,train
573.24359,hc10_6161,train
573.24372,hc10_13970,train
573.24384,hc10_905,train
573.24388,hc10_18052,train
573.24419,hc10_18058,calibration
573.24420,hc10_875,train
573.24435,hc10_6161,train
573.24437,hc10_6161,train
573.26081,hc10_14082,test
573.26093,hc10_6051,test
573.26106,hc10_6053,test
573.26113,mlst_MLST.klebsiella.3384,test
573.26148,hc10_6257,test
573.26157,hc10_6063,test
573.26161,hc10_6065,test
573.26179,hc10_6070,test
573.26193,hc10_14097,test
573.26223,hc10_17552,test
573.26250,hc10_6058,test
573.26281,hc10_14251,test
573.26304,hc10_6269,test
573.26310,hc10_18387,test
573.26315,hc10_17715,test
573.26316,hc10_14260,test
573.31060,hc10_18833,train
573.31067,hc10_17608,train
573.31081,hc10_17610,train
573.34239,hc10_26659,train
573.34302,hc10_26674,train
573.46072,hc10_13302,train
573.46113,hc10_13340,train
573.46863,hc10_13501,test
573.46872,hc10_13501,test
573.5647,hc10_5266,train
573.5673,hc10_5272,test
573.5768,hc10_4972,train
573.66174,hc10_1684,train
573.66177,hc10_1684,train
573.66209,hc10_19302,test
573.66576,hc10_19870,test
573.66649,hc10_19568,test
573.66657,hc10_19573,test
573.66668,hc10_19565,test
573.66710,hc10_19882,test
573.66717,hc10_19325,test
573.66721,hc10_19927,test
573.66733,hc10_19328,test
573.66734,hc10_19937,train
573.66735,hc10_19938,test
573.66748,hc10_19948,train
573.66799,hc10_19633,calibration
573.66811,hc10_19638,train
573.66846,hc10_19346,train
573.66851,hc10_19663,train
573.66868,hc10_19356,train
573.66877,hc10_19982,train
573.66881,hc10_19673,calibration
573.66891,hc10_19370,train
573.66941,hc10_19687,test
573.66947,hc10_19691,calibration
573.66971,hc10_19702,train
573.66980,hc10_19902,train
573.66997,hc10_19711,calibration
573.67014,hc10_19715,train
573.67031,hc10_19424,train
573.67041,hc10_19721,train
573.67046,hc10_19426,train
573.67058,hc10_20039,train
573.67064,hc10_19324,train
573.67101,hc10_19914,train
573.67159,hc10_19491,train
573.67162,hc10_19726,calibration
573.67167,hc10_19673,test
573.13054,hc10_21336,train
573.13055,hc10_21647,train
573.13068,hc10_21617,train
573.13088,hc10_5676,train
573.13090,hc10_1684,train
573.13102,hc10_21947,train
573.13104,hc10_21350,train
573.13106,hc10_21946,train
573.13110,hc10_21335,calibration
573.13121,hc10_1684,train
573.13149,hc10_21939,train
573.13158,hc10_21381,train
573.13161,hc10_21938,train
573.13167,hc10_21340,train
573.13169,hc10_21325,train
573.13216,hc10_22231,train
573.13220,hc10_1684,train
573.13239,hc10_22219,train
573.13261,hc10_22219,train
573.13271,hc10_5641,train
573.13286,hc10_22265,train
573.13315,hc10_21647,train
573.13324,hc10_5641,train
573.13371,hc10_21647,train
573.13405,hc10_1684,train
573.13432,hc10_5723,train
573.13436,hc10_21732,train
573.13450,hc10_5647,train
573.13471,hc10_4249,train
573.13475,hc10_21690,calibration
573.13476,hc10_22316,calibration
573.13481,hc10_22012,train
573.13486,hc10_22317,train
573.13496,hc10_5737,train
573.13520,hc10_1684,train
573.13586,hc10_17174,train
573.13612,hc10_22239,train
573.13636,hc10_22368,train
573.13637,hc10_22369,train
573.13656,hc10_17192,train
573.13668,hc10_22033,calibration
573.13669,hc10_22034,train
573.13679,hc10_21422,train
573.13691,hc10_22037,train
573.13716,hc10_21428,train
573.13757,hc10_1684,train
573.13762,hc10_22627,train
573.13810,hc10_1684,test
573.13811,hc10_22602,test
573.13820,hc10_21440,test
573.13824,hc10_21325,test
573.13826,hc10_21473,test
573.13839,hc10_21466,test
573.13852,hc10_21938,test
573.13857,hc10_21652,train
573.13888,hc10_12682,test
573.13894,hc10_12675,test
573.13901,hc10_22055,test
573.13903,hc10_1684,test
573.13910,hc10_21939,test
573.13965,hc10_12675,calibration
573.13983,hc10_12676,train
573.13990,hc10_21944,train
573.14007,hc10_1684,train
573.14020,hc10_1684,train
573.14100,hc10_22106,train
573.14103,hc10_21652,train
573.14111,hc10_1684,train
573.14180,hc10_21801,train
573.14184,hc10_5641,train
573.14194,hc10_21339,calibration
573.14196,hc10_1684,train
573.14202,hc10_1684,train
573.14205,hc10_21606,train
573.14219,hc10_21970,train
573.14237,hc10_22149,calibration
573.14244,hc10_21647,train
573.14250,hc10_21938,train
573.14264,hc10_1684,train
573.14271,hc10_21720,train
573.14279,hc10_21995,train
573.14314,hc10_22219,train
573.14326,hc10_22419,train
573.14354,hc10_21617,train
573.14373,hc10_17433,train
573.14394,hc10_5641,train
573.14400,hc10_17425,train
573.14401,hc10_22308,train
573.14406,hc10_1684,train
573.14442,hc10_1684,train
573.14475,hc10_5641,train
573.14478,hc10_17462,train
573.14484,hc10_17464,train
573.14493,hc10_22463,train
573.14509,hc10_21617,train
573.14512,hc10_22239,train
573.14529,hc10_21908,train
573.14533,hc10_22061,train
573.14547,hc10_21617,train
573.15362,hc10_25463,train
573.15369,hc10_25461,train
573.15514,hc10_12397,calibration
573.15525,hc10_5229,train
573.15534,hc10_4883,train
573.15537,hc10_4885,train
573.15545,hc10_5233,train
573.15594,hc10_4916,train
573.15600,hc10_4917,train
573.15605,hc10_4919,calibration
573.15616,hc10_12831,train
573.1723,hc10_12961,train
573.1734,hc10_12957,train
573.22556,hc10_524,test
573.23208,hc10_541,test
573.24303,hc10_3735,test
573.24344,hc10_6161,train
573.24389,hc10_18034,train
573.24395,hc10_14182,train
573.24401,hc10_6161,train
573.24403,hc10_18034,train
573.24434,hc10_17514,train
573.26074,hc10_18132,test
573.26075,hc10_18357,test
573.26098,hc10_14086,test
573.26104,mlst_MLST.klebsiella.392,test
573.26109,solo_573.26109,test
573.26158,hc10_18146,test
573.26162,hc10_18147,test
573.26188,hc10_6070,test
573.26200,hc10_17549,test
573.26204,hc10_14106,test
573.26209,hc10_18158,test
573.26224,hc10_6077,test
573.26262,hc10_6263,test
573.26289,hc10_14254,test
573.26294,hc10_14257,test
573.26319,hc10_6274,test
573.33413,hc10_19216,train
573.34284,hc10_26659,train
573.46070,hc10_13300,train
573.46095,hc10_13313,calibration
573.46096,hc10_13324,calibration
573.46101,hc10_13328,train
573.46861,hc10_13501,test
573.46870,hc10_13111,test
573.5690,hc10_5278,test
573.5695,hc10_5281,test
573.5701,hc10_5285,test
573.5711,hc10_429,test
573.5716,hc10_431,test
573.5769,hc10_4960,train
573.5796,hc10_5299,test
573.5799,hc10_4977,train
573.66184,hc10_1684,test
573.66192,hc10_1684,test
573.66577,hc10_19537,test
573.66606,hc10_19313,test
573.66617,hc10_19315,test
573.66642,hc10_19893,test
573.66644,hc10_19895,test
573.66648,hc10_19320,test
573.66651,hc10_19874,test
573.66681,hc10_19909,test
573.66726,hc10_19932,test
573.66769,hc10_19618,train
573.66781,hc10_19623,train
573.66791,hc10_19630,train
573.66800,hc10_19963,calibration
573.66812,hc10_19343,train
573.66818,hc10_19968,train
573.66821,hc10_19644,train
573.66822,hc10_19645,train
573.66831,hc10_19962,train
573.66840,hc10_19656,train
573.66889,hc10_19984,train
573.66898,hc10_19373,train
573.66916,hc10_19997,train
573.66930,hc10_19382,test
573.66977,hc10_19395,train
573.66999,hc10_19695,train
573.67018,hc10_19416,train
573.67019,hc10_19417,calibration
573.67026,hc10_19421,train
573.67036,hc10_19719,train
573.67042,hc10_20032,train
573.67053,hc10_19431,calibration
573.67067,hc10_20042,train
573.67076,hc10_20048,train
573.67087,hc10_19449,train
573.67144,hc10_20078,train
573.67145,hc10_19480,train
573.67165,hc10_19495,test
573.67175,hc10_19730,test
573.13069,hc10_5641,train
573.13084,hc10_5641,train
573.13101,hc10_21348,train
573.13125,hc10_1684,train
573.13190,hc10_21325,train
573.13215,hc10_1684,train
573.13227,hc10_22219,train
573.13240,hc10_22239,train
573.13251,hc10_21645,train
573.13278,hc10_1684,train
573.13287,hc10_22239,train
573.13288,hc10_5638,train
573.13305,hc10_22219,train
573.13340,hc10_1684,train
573.13348,hc10_5701,train
573.13370,hc10_21983,train
573.13375,hc10_21702,train
573.13399,hc10_5641,train
573.13403,hc10_22298,train
573.13414,hc10_22278,calibration
573.13415,hc10_22219,train
573.13440,hc10_21617,train
573.13478,hc10_21938,train
573.13502,hc10_21938,train
573.13547,hc10_22334,calibration
573.13560,hc10_1684,train
573.13581,hc10_17170,train
573.13595,hc10_22352,train
573.13606,hc10_21972,calibration
573.13616,hc10_12665,train
573.13623,hc10_22255,calibration
573.13626,hc10_1684,train
573.13706,hc10_5641,train
573.13710,hc10_21340,train
573.13720,hc10_21432,train
573.13736,hc10_21441,train
573.13760,hc10_1684,train
573.13782,hc10_21647,train
573.13785,hc10_22630,test
573.13792,hc10_22278,calibration
573.13793,hc10_21335,test
573.13797,hc10_22239,train
573.13802,hc10_21617,test
573.13805,hc10_21429,test
573.13807,hc10_21340,test
573.13898,hc10_1684,test
573.13900,hc10_21937,test
573.13907,hc10_21959,test
573.13909,hc10_22059,test
573.13961,hc10_1684,test
573.13967,hc10_12738,train
573.13984,hc10_21519,train
573.14006,hc10_5641,train
573.14018,hc10_12676,train
573.14019,hc10_1684,train
573.14033,hc10_21325,train
573.14040,hc10_12665,train
573.14045,hc10_21944,train
573.14050,hc10_21938,train
573.14054,hc10_22080,train
573.14075,hc10_21972,calibration
573.14079,hc10_22013,train
573.14088,hc10_1684,train
573.14095,hc10_21780,calibration
573.14129,hc10_22117,train
573.14172,hc10_1684,train
573.14189,hc10_21806,train
573.14207,hc10_1684,train
573.14213,hc10_21587,train
573.14269,hc10_21617,train
573.14302,hc10_21851,train
573.14308,hc10_22239,train
573.14315,hc10_21617,train
573.14323,hc10_21617,train
573.14331,hc10_22419,train
573.14334,hc10_21861,calibration
573.14364,hc10_12665,train
573.14404,hc10_21647,train
573.14432,hc10_17445,train
573.14436,hc10_1684,train
573.14490,hc10_22259,train
573.14522,hc10_21972,calibration
573.14539,hc10_22278,calibration
573.14546,hc10_22278,calibration
573.15373,hc10_26479,train
573.15530,hc10_12831,train
573.15541,hc10_12401,train
573.15544,hc10_12402,train
573.15554,hc10_12834,train
573.15562,hc10_4896,train
573.15563,hc10_4897,train
573.15564,hc10_5237,train
573.15603,hc10_12845,train
573.15613,hc10_4915,train
573.22562,hc10_1248,test
573.23201,hc10_536,test
573.23216,hc10_840,test
573.23229,hc10_845,test
573.24244,hc10_1255,test
573.24249,hc10_560,test
573.24275,hc10_3713,test
573.24325,hc10_13628,train
573.24328,hc10_875,train
573.24331,hc10_18040,train
573.24378,hc10_279,train
573.24379,hc10_6161,train
573.24380,hc10_14176,calibration
573.24382,hc10_18034,train
573.24385,hc10_932,train
573.24392,hc10_14181,calibration
573.24394,hc10_13973,train
573.24424,hc10_18034,train
573.26078,hc10_18358,test
573.26096,hc10_6052,test
573.26117,hc10_18365,test
573.26133,hc10_6253,test
573.26168,hc10_14091,test
573.26173,hc10_14093,test
573.26184,hc10_14097,test
573.26187,hc10_14097,test
573.26191,hc10_14097,test
573.26221,hc10_14109,test
573.26222,hc10_18384,test
573.26237,hc10_14244,test
573.26242,hc10_14114,test
573.26254,hc10_6087,test
573.26271,hc10_14116,test
573.26279,hc10_14119,test
573.26303,hc10_17566,test
573.31064,hc10_19032,train
573.31072,hc10_17887,calibration
573.34278,hc10_26476,train
573.34294,hc10_26475,train
573.46064,hc10_13300,train
573.46082,hc10_13318,train
573.46091,hc10_12996,train
573.46100,hc10_13327,train
573.46103,hc10_13330,train
573.46115,hc10_13300,train
573.46833,hc10_19254,test
573.46835,hc10_19254,test
573.46843,hc10_13501,test
573.46849,hc10_13501,test
573.46852,hc10_13501,test
573.46871,hc10_13111,test
573.46873,hc10_13501,test
573.46876,hc10_13501,test
573.5623,hc10_4959,calibration
573.5677,hc10_4961,test
573.5766,hc10_5290,train
573.5795,hc10_5281,test
573.5806,hc10_5305,test
573.5817,hc10_5285,test
573.5823,hc10_448,test
573.5826,hc10_432,test
573.66185,hc10_19296,test
573.66195,hc10_1684,test
573.66582,hc10_19872,test
573.66587,hc10_19874,test
573.66588,hc10_19875,test
573.66603,hc10_19878,test
573.66630,hc10_19562,test
573.66636,hc10_19565,test
573.66639,hc10_19890,test
573.66671,hc10_19906,test
573.66691,hc10_19539,test
573.66731,hc10_19327,test
573.66750,hc10_19609,train
573.66766,hc10_19954,calibration
573.66770,hc10_19896,train
573.66793,hc10_19340,train
573.66894,hc10_19986,train
573.66970,hc10_19696,train
573.67005,hc10_20022,train
573.67009,hc10_19409,train
573.67024,hc10_19896,train
573.67028,hc10_19423,train
573.67062,hc10_20041,calibration
573.67089,hc10_20054,train
573.67096,hc10_20058,train
573.67150,hc10_19484,train
573.67160,hc10_19492,train
573.67171,hc10_19499,test
573.67710,hc10_19812,test
573.12796,hc10_26457,test
573.13056,hc10_21337,train
573.13059,hc10_21339,calibration
573.13082,hc10_1684,train
573.13091,hc10_5688,train
573.13097,hc10_21944,train
573.13098,hc10_21339,calibration
573.13105,hc10_21938,train
573.13116,hc10_21339,calibration
573.13126,hc10_1684,train
573.13135,hc10_21366,calibration
573.13137,hc10_21368,train
573.13138,hc10_21325,train
573.13145,hc10_21938,train
573.13152,hc10_21378,train
573.13171,hc10_21647,train
573.13178,hc10_21340,train
573.13210,hc10_21617,train
573.13224,hc10_1684,train
573.13235,hc10_21673,train
573.13310,hc10_21652,train
573.13343,hc10_22239,train
573.13356,hc10_21937,calibration
573.13392,hc10_21988,train
573.13402,hc10_5647,train
573.13451,hc10_1684,train
573.13454,hc10_1684,train
573.13457,hc10_22310,calibration
573.13458,hc10_22311,train
573.13469,hc10_22219,train
573.13490,hc10_21938,train
573.13524,hc10_17150,calibration
573.13529,hc10_22239,train
573.13530,hc10_22219,train
573.13531,hc10_17148,train
573.13538,hc10_12662,train
573.13549,hc10_12666,calibration
573.13557,hc10_12669,train
573.13593,hc10_22239,train
573.13601,hc10_21944,train
